continent,location,date,total_cases,new_cases,total_deaths,new_deaths,reproduction_rate,icu_patients,hosp_patients,total_tests,new_tests,tests_per_case,total_vaccinations,people_vaccinated,population,total_death
Asia,India,22-12-2021,34765976,167059,494091,492,0.56,135,707,742908121,784059,20.6,28027750,28304774,1393409033,494583
Asia,India,23-12-2021,34772626,161386,495050,325,0.53,138,649,744684750,882953,23.9,28347058,29279142,1393409033,495375
Asia,India,24-12-2021,34779815,172433,496242,673,0.5,147,651,746196071,923351,25.7,28702933,30184392,1393409033,496915
Asia,India,25-12-2021,34786802,149394,497975,206,0.47,158,692,747870047,940905,26.8,28770360,30891821,1393409033,498181
Asia,India,26-12-2021,34793333,127952,498983,235,0.44,156,657,749320579,909985,29,28972987,31573240,1393409033,499218
Asia,India,27-12-2021,34799691,107474,500055,278,0.42,176,630,750735858,612926,32.4,29616507,32063745,1393409033,500333
Asia,India,28-12-2021,34808886,83876,501114,302,0.41,187,609,751803766,873395,34.8,30155028,32302268,1393409033,501416
Asia,India,29-12-2021,34822040,67597,501979,302,0.4,199,597,753033302,897904,38.2,30700350,33176029,1393409033,502281
Asia,India,30-12-2021,34838804,71365,502874,255,0.39,194,581,754284979,873974,41.6,31195606,34039797,1393409033,503129
Asia,India,31-12-2021,34861579,67084,504062,243,0.38,204,615,755532460,812365,46.1,31603325,34860686,1393409033,504305
Asia,India,01-01-2022,34889132,58077,505279,119,0.37,216,643,756851787,863604,49.6,31727380,35775567,1393409033,505398
Asia,India,02-01-2022,34922882,50407,506520,180,0.36,235,646,758127480,761737,52.5,32039910,36193076,1393409033,506700
Asia,India,03-01-2022,34960261,44877,507177,223,0.35,238,627,759315246,532232,57.1,32603744,36267019,1393409033,507400
Asia,India,04-01-2022,35018358,34113,507981,142,0.35,247,595,760146333,701773,64.1,33264392,36368191,1393409033,508123
Asia,India,05-01-2022,35109286,27409,508665,201,0.35,272,614,761230580,752818,70.4,33962386,36914607,1393409033,508866
Asia,India,06-01-2022,35226386,30615,509011,289,0.35,286,579,762414018,717330,75.5,34551233,38909433,1393409033,509300
Asia,India,07-01-2022,35368372,30757,509358,158,0.35,305,609,763569165,633867,81.2,35086248,39628149,1393409033,509516
Asia,India,08-01-2022,35528004,25920,509872,66,0.35,327,665,763569166,370514,86.9,35283078,40228811,1393409033,509938
Asia,India,09-01-2022,35707727,22270,510413,108,0.34,332,637,765735314,431973,92.7,35586159,41268627,1393409033,510521
Asia,India,10-01-2022,35875790,19968,510905,145,0.34,348,631,766757518,384499,99.9,36304801,41673464,1393409033,511050
Asia,India,11-01-2022,36070510,16051,511230,104,0.34,353,639,767481346,568471,105.5,36998897,42095531,1393409033,511334
Asia,India,12-01-2022,36317927,13405,511903,255,0.35,361,591,768382993,677218,113.3,37699231,42344675,1393409033,512158
Asia,India,13-01-2022,36582129,15102,512109,89,0.35,374,579,769167052,661954,122.4,38394659,42611602,1393409033,512198
Asia,India,14-01-2022,36850962,14148,512344,47,0.35,360,594,770050005,691425,131.9,39050655,43155795,1393409033,512391
Asia,India,15-01-2022,37122164,13166,512622,27,0.35,355,636,770973356,658489,140.5,40224794,43717254,1393409033,512649
Asia,India,16-01-2022,37380253,11499,512924,97,0.34,348,608,771914261,620251,147.9,40601932,44107926,1393409033,513021
Asia,India,17-01-2022,37618271,10273,513226,98,0.35,372,593,772824246,432389,159,41634512,44469974,1393409033,513324
Asia,India,18-01-2022,37901241,8013,513481,60,0.36,380,611,773437172,577559,173.1,42744641,44728320,1393409033,513541
Asia,India,19-01-2022,38218773,6915,513724,149,0.37,368,630,774310567,624022,184.5,43808549,45278549,1393409033,513873
Asia,India,20-01-2022,38566027,7554,513843,71,0.38,373,583,775208471,607987,194.8,44661928,45734912,1393409033,513914
Asia,India,21-01-2022,38903731,6561,514023,127,0.39,388,603,776082445,606036,208.4,45495972,46289942,1393409033,514150
Asia,India,22-01-2022,39237264,6396,514246,31,0.39,389,610,776894810,528021,217.6,46043309,46805993,1393409033,514277
Asia,India,23-01-2022,39543328,5921,514388,33,0.4,380,616,777758414,465904,226.8,46338202,47226514,1393409033,514421
Asia,India,24-01-2022,39799202,5476,514589,62,0.4,367,653,778520151,314823,236.1,47444009,47478168,1393409033,514651
Asia,India,25-01-2022,40085116,4362,514878,67,0.41,384,661,779052383,466332,247.5,48483610,47686483,1393409033,514945
Asia,India,26-01-2022,40371500,3993,515036,83,0.42,388,670,779754156,481374,260.4,49483188,48106208,1393409033,515119
Asia,India,27-01-2022,40622709,4575,515102,4100,0.43,376,673,780506974,482039,272.6,50644144,48485265,1393409033,519202
Asia,India,28-01-2022,40858241,4184,515210,149,0.44,374,749,781224304,453582,265.3,51162406,48834123,1393409033,515359
Asia,India,29-01-2022,41092522,4194,515355,31,0.44,373,808,781858171,466362,260.5,51278367,49391058,1393409033,515386
Asia,India,30-01-2022,41302440,3614,515459,35,0.45,383,803,782228685,418345,267.8,51404659,49801823,1393409033,515494
Asia,India,31-01-2022,41469499,3116,515714,31,0.45,390,829,782660658,271211,279.4,52105605,50497940,1393409033,515745
Asia,India,01-02-2022,41630885,2503,515803,28,0.46,370,877,783045157,406251,286.4,54520987,50630315,1393409033,515831
Asia,India,02-02-2022,41803318,2568,515850,52,0.47,358,907,783613628,429323,301.5,55438248,51195551,1393409033,515902
Asia,India,03-02-2022,41952712,2876,515877,83,0.48,343,895,784290846,35855632,316.8,56169540,51705924,1393409033,515960
Asia,India,04-02-2022,42080664,2539,515974,81,0.5,332,957,784952800,367213,350.8,57486482,51894566,1393409033,516055
Asia,India,05-02-2022,42188138,2528,516072,13,0.52,321,1042,785644225,300918,376.1,57947614,53212350,1393409033,516085
Asia,India,06-02-2022,42272014,2075,516132,58,0.53,291,1047,786302714,365118,391.4,58495882,53618870,1393409033,516190
Asia,India,07-02-2022,42339611,1761,516281,71,0.55,302,1081,786922965,261440,412.7,58795963,53688122,1393409033,516352
Asia,India,08-02-2022,42410976,1549,516352,43,0.56,299,1031,787355354,401909,437.4,59218277,54382680,1393409033,516395
Asia,India,09-02-2022,42478060,1581,516479,43,0.57,288,1074,787932913,421183,448,60051995,54982550,1393409033,516522
Asia,India,10-02-2022,42536137,1778,516510,83,0.58,282,1127,788556935,449114,458.4,60871399,55192494,1393409033,516593
Asia,India,11-02-2022,42586544,1938,516543,29,0.6,275,1185,789164922,449115,460.5,61583922,56045931,1393409033,516572
Asia,India,12-02-2022,42631421,1685,516605,6,0.6,267,1308,789770958,449116,461.7,62376478,56504055,1393409033,516611
Asia,India,13-02-2022,42665534,1660,516672,19,0.61,259,1339,790298979,436532,474,62858198,56986150,1393409033,516691
Asia,India,14-02-2022,42692943,1421,516755,26,0.63,261,1395,790764883,302115,468.6,63944892,57339307,1393409033,516781
Asia,India,15-02-2022,42723558,1270,520855,1,0.64,256,1425,791079706,449197,461.6,64838074,57779716,1393409033,520856
Asia,India,16-02-2022,42754315,1259,521004,6,0.66,236,1466,791546038,505065,458.7,65959164,58468810,1393409033,521010
Asia,India,17-02-2022,42780235,1233,521035,4,0.67,234,1458,792027412,497669,444.5,66952414,59011333,1393409033,521039
Asia,India,18-02-2022,42802505,1225,521070,4,0.69,221,1569,792509451,473635,438.4,67761337,59426934,1393409033,521074
Asia,India,19-02-2022,42822473,1335,521101,214,0.71,197,1624,792963033,496640,434.9,68151247,60435555,1393409033,521315
Asia,India,20-02-2022,42838524,1260,521129,1,0.73,206,1601,793429395,471087,428.7,68620908,61222258,1393409033,521130
Asia,India,21-02-2022,42851929,1096,521181,40,0.77,195,1610,793847740,295588,420.1,69543116,61654676,1393409033,521221
Asia,India,22-02-2022,42867031,913,521264,56,0.8,174,1535,794118951,419552,414.3,70450631,62294896,1393409033,521320
Asia,India,23-02-2022,42881179,795,521345,54,0.82,174,1468,794525202,327327,415.3,71044502,63111288,1393409033,521399
Asia,India,24-02-2022,42894345,1086,521358,33,0.84,153,1415,794954525,423430,416.3,72282882,63944955,1393409033,521391
Asia,India,25-02-2022,42905844,1033,521416,44,0.87,161,1404,830810157,465918,417.3,73147087,64742601,1393409033,521460
Asia,India,26-02-2022,42916117,1109,521487,30,0.9,154,1433,831177370,487544,418.3,74275263,65894673,1393409033,521517
Asia,India,27-02-2022,42924130,1150,521530,0,0.94,152,1360,831478288,360613,419.3,74842339,66353669,1393409033,521530
Asia,India,28-02-2022,42931045,1054,521573,1431,1,134,1333,831843406,336776,420.3,76093131,66782673,1393409033,523004
Asia,India,01-03-2022,42938599,861,521656,39,1.09,126,1245,832104846,484843,421.3,77145224,67155353,1393409033,521695
Asia,India,02-03-2022,42945160,796,521685,60,1.21,110,1182,832506755,472190,422.3,77639416,68208588,1393409033,521745
Asia,India,03-03-2022,42951556,1088,521691,50,1.34,97,1069,832927938,471276,189.3,80441273,69194539,1393409033,521741
Asia,India,04-03-2022,42957477,1007,521710,40,1.39,97,1061,833377052,486628,181.4,81412426,70322560,1393409033,521750
Asia,India,05-03-2022,42962953,949,521736,26,1.42,92,1081,833377053,486963,181.8,81800407,71175259,1393409033,521762
Asia,India,06-03-2022,42967315,975,521737,20,1.46,91,1004,833377054,486964,200.1,82907666,72248720,1393409033,521757
Asia,India,07-03-2022,42971308,1150,521743,31,1.47,89,933,834717702,486965,165.5,84141599,72766195,1393409033,521774
Asia,India,08-03-2022,42975883,2183,521747,55,1.46,98,904,835019817,357484,161.8,84595839,73310563,1393409033,521802
Asia,India,09-03-2022,42980067,1247,521751,27,1.44,98,809,835469014,434962,156.7,86414456,74257515,1393409033,521778
Asia,India,10-03-2022,42984261,2067,521965,22,1.42,101,735,835974079,477570,149,87257192,75140724,1393409033,521987
Asia,India,11-03-2022,42987875,2380,521966,40,1.42,98,754,836471748,451179,146,88197072,76153487,1393409033,522006
Asia,India,12-03-2022,42990991,2451,522006,29,1.52,84,742,836945383,499382,143.6,88941175,77417488,1393409033,522035
Asia,India,13-03-2022,42993494,2527,522062,10,1.47,78,750,837442023,442681,128.5,89825940,78540519,1393409033,522072
Asia,India,14-03-2022,42996062,2593,522116,54,1.41,69,706,837913110,294812,139.7,91109808,79515356,1393409033,522170
Asia,India,15-03-2022,42998938,2541,522149,24,1.36,69,654,838208698,407626,132,92105838,79657762,1393409033,522173
Asia,India,16-03-2022,43001477,11,522193,9,1.3,66,599,838628250,458924,127.7,92784183,80408744,1393409033,522202
Asia,India,17-03-2022,43004005,5399,522223,11,1.25,69,532,838955577,452580,126.7,94556758,82113788,1393409033,522234
Asia,India,18-03-2022,43006080,3303,522223,13,1.21,74,520,839379007,465840,125.6,95925079,83248128,1393409033,522236
Asia,India,19-03-2022,43007841,3377,523654,27,1.15,66,535,839844925,447637,120.6,96512676,84863899,1393409033,523681
Asia,India,20-03-2022,43009390,3688,523693,19,1.13,76,478,840332469,474309,123.9,97609356,85433518,1393409033,523712
Asia,India,21-03-2022,43010971,3324,523753,33,1.12,86,435,840693082,278267,128.5,98966499,86460685,1393409033,523786
Asia,India,22-03-2022,43012749,3157,523803,10,1.1,88,412,841029858,363883,137.7,100288175,87162526,1393409033,523813
Asia,India,23-03-2022,43014687,2568,523843,20,1.07,69,379,841514701,455314,144.5,101602002,88531137,1393409033,523863
Asia,India,24-03-2022,43016372,3205,523869,25,1.04,67,349,841986891,441989,152.2,103542706,89822987,1393409033,523894
Asia,India,25-03-2022,43018032,3275,523889,65,1,59,353,842458167,425379,159.7,104384321,91079001,1393409033,523954
Asia,India,26-03-2022,43019453,3545,523920,46,0.94,51,366,842944795,445814,167.9,105005826,92161001,1393409033,523966
Asia,India,27-03-2022,43020723,3805,523975,31,0.91,42,396,843431758,413699,175.6,105627444,93066494,1393409033,524006
Asia,India,28-03-2022,43021982,3451,524002,17,0.89,47,347,843431759,278059,179.2,107374568,93780446,1393409033,524019
Asia,India,29-03-2022,43023215,3207,524024,18,0.88,45,336,844134156,307716,182,108916110,94223690,1393409033,524042
Asia,India,30-03-2022,43024440,2288,524064,14,0.86,40,310,844491640,313361,189.2,110685380,94939217,1393409033,524078
Asia,India,31-03-2022,43025775,2897,524093,33,0.85,36,281,844926602,340615,193.6,112043252,95781773,1393409033,524126
Asia,India,01-04-2022,43027035,2827,524103,14,0.84,38,293,845404172,335050,197.9,113783060,96492154,1393409033,524117
Asia,India,02-04-2022,43028131,2841,524157,25,0.83,35,304,845855351,344994,206.6,114500929,98146308,1393409033,524182
Asia,India,03-04-2022,43029044,2858,524181,19,0.84,36,268,846354733,316179,201.3,115415402,99373294,1393409033,524200
Asia,India,04-04-2022,43029839,2487,524190,6,0.86,39,254,846797414,249418,200.6,116822846,100059481,1393409033,524196
Asia,India,05-04-2022,43030925,2202,524201,5,0.88,40,242,847092226,321873,198.7,118103364,100322375,1393409033,524206
Asia,India,06-04-2022,43031958,1569,524214,10,0.91,39,235,847499852,440278,191.4,119638458,101362894,1393409033,524224
Asia,India,07-04-2022,43033067,1829,524241,26,0.94,32,236,847958776,519419,188,121542203,102685817,1393409033,524267
Asia,India,08-04-2022,43034217,2364,524260,15,0.97,31,240,848411356,519903,178.1,123257089,104308702,1393409033,524275
Asia,India,09-04-2022,43035271,2259,524293,9,1,27,255,848877196,484924,173,124649550,105464686,1393409033,524302
Asia,India,10-04-2022,43036132,2323,524303,7,1.03,30,263,849324833,446387,165.7,124882412,106669970,1393409033,524310
Asia,India,11-04-2022,43036928,2226,524323,7,1.06,34,256,849799142,296050,157.8,126261777,107503228,1393409033,524330
Asia,India,12-04-2022,43038016,2022,524348,8,1.1,34,241,850077409,388641,148.9,128609965,107981016,1393409033,524356
Asia,India,13-04-2022,43039023,1675,524413,24,1.14,32,231,850441292,388642,139,130228475,109005627,1393409033,524437
Asia,India,14-04-2022,43039972,2124,524459,10,1.17,28,206,850896606,388643,129.3,132572040,109796866,1393409033,524469
Asia,India,15-04-2022,43040947,2628,524490,4,1.21,26,214,851338595,388644,121.3,133429623,110406777,1393409033,524494
Asia,India,16-04-2022,43042097,2710,524507,10,1.24,29,230,851763974,388645,110.4,134987333,111496041,1393409033,524517
Asia,India,17-04-2022,43044280,2685,524525,6,1.28,27,218,852209788,388646,104.7,136078002,112271928,1393409033,524531
Asia,India,18-04-2022,43045527,2828,524539,15,1.32,27,191,852623487,388647,94,138186855,113032768,1393409033,524554
Asia,India,19-04-2022,43047594,2706,524572,11,1.35,26,185,852901546,388648,79.6,140235980,113424379,1393409033,524583
Asia,India,20-04-2022,43049974,2338,524586,14,1.4,22,183,853209262,388649,69.1,142192361,114347101,1393409033,524600
Asia,India,21-04-2022,43052425,2745,524611,23,1.44,25,167,853522623,388650,59.5,143911698,115502524,1393409033,524634
Asia,India,22-04-2022,43054952,3712,524630,15,1.48,26,181,853863238,388651,51.6,145383060,116620281,1393409033,524645
Asia,India,23-04-2022,43057545,4041,524636,18,1.53,25,198,854198288,388652,45.9,146456498,117689114,1393409033,524654
Asia,India,24-04-2022,43060086,3962,524641,17,1.56,24,180,854543282,388653,42.7,147230613,119151818,1393409033,524658
Asia,India,25-04-2022,43060097,4270,524651,13,1.58,24,191,854859461,388654,40.2,148596138,119662248,1393409033,524664
Asia,India,26-04-2022,43065496,4518,524677,38,1.58,26,197,855108879,388655,39,150223752,120052587,1393409033,524715
Asia,India,27-04-2022,43068799,3714,524692,13,1.57,24,210,855430752,388656,38.6,151451699,120887847,1393409033,524705
Asia,India,28-04-2022,43072176,5233,524701,20,1.54,32,210,855871030,388657,38.5,154252314,121975753,1393409033,524721
Asia,India,29-04-2022,43075864,7240,524708,25,1.53,38,232,856390449,388658,38.2,156281958,122852096,1393409033,524733
Asia,India,30-04-2022,43079188,7584,524715,21,1.53,32,256,856910352,388659,37.6,157468784,123824199,1393409033,524736
Asia,India,01-05-2022,43082345,8329,524723,27,1.53,35,271,857395276,388660,36.6,157929575,124156167,1393409033,524750
Asia,India,02-05-2022,43084913,8582,524747,30,1.51,23,289,857841663,388661,35.9,159768474,125105963,1393409033,524777
Asia,India,03-05-2022,43088118,8084,524757,39,1.48,23,311,858137713,388662,36.9,162097315,125394487,1393409033,524796
Asia,India,04-05-2022,43091393,6594,524761,23,1.45,23,355,858526354,388663,37.9,164730775,126459285,1393409033,524784
Asia,India,05-05-2022,43094938,8822,524771,29,1.41,29,360,858526355,388664,38.9,166861741,127335266,1393409033,524800
Asia,India,06-05-2022,43098743,12213,524777,31,1.37,30,397,858526356,388665,39.9,168836886,128147345,1393409033,524808
Asia,India,07-05-2022,43102194,12847,524792,24,1.33,38,453,858526357,388666,40.9,170235796,129089388,1393409033,524816
Asia,India,08-05-2022,43105401,13216,524803,19,1.3,34,459,858526358,388667,175.6,171169816,129710190,1393409033,524822
Asia,India,09-05-2022,43107689,12899,524817,6,1.29,31,477,858526359,388668,179.2,173014525,130283345,1393409033,524823
Asia,India,10-05-2022,43110586,12781,524840,10,1.27,31,496,858526360,388669,182,174419558,130616514,1393409033,524850
Asia,India,11-05-2022,43113413,9923,524855,1,1.25,34,515,858526361,388670,189.2,175579925,131292871,1393409033,524856
Asia,India,12-05-2022,43116254,12249,524873,6,1.25,37,537,858526362,388671,193.6,177812708,132006377,1393409033,524879
Asia,India,13-05-2022,43119112,13313,524890,3,1.24,40,574,858526363,388672,197.9,179437660,132073986,1393409033,524893
Asia,India,14-05-2022,43121599,17336,524903,20,1.22,43,606,858526364,388673,206.6,180948208,133402051,1393409033,524923
Asia,India,15-05-2022,43123801,15940,524941,9,1.2,47,627,858526365,388674,201.3,181688388,134025009,1393409033,524950
Asia,India,16-05-2022,43125370,11739,524954,15,1.18,43,629,858526366,388675,200.6,183477223,134418286,1393409033,524969
Asia,India,17-05-2022,43127199,17073,524974,12,1.17,45,685,858526367,388676,198.7,185616142,134614136,1393409033,524986
Asia,India,18-05-2022,43129563,11793,524999,8,1.17,44,697,858526368,388677,191.4,187720150,135417063,1393409033,525007
Asia,India,19-05-2022,43131822,14506,525020,14,2.08,32,683,858526369,388678,188,189750191,136080848,1393409033,525034
Asia,India,20-05-2022,43134145,18819,525047,21,2.12,35,746,858526370,388679,178.1,192442506,136713147,1393409033,525068
Asia,India,21-05-2022,43136371,17070,525077,13,2.15,23,743,858526371,388680,173,193361231,137505204,1393409033,525090
Asia,India,22-05-2022,43138393,17092,525116,11,2.14,23,244,858526372,388681,165.7,194141514,138119613,1393409033,525127
Asia,India,23-05-2022,43140068,16103,525139,10,2.07,23,123,858526373,388682,157.8,195693514,138530231,1393409033,525149
Asia,India,24-05-2022,43142192,16135,525168,7,2.01,29,233,858526374,388683,148.9,197804943,138908862,1393409033,525175
Asia,India,25-05-2022,43144820,13086,525199,11,1.93,30,232,858526375,388684,139,199539846,139365438,1393409033,525210
Asia,India,26-05-2022,43147530,,525223,12,1.89,38,233,858526376,388685,129.3,201512037,140205046,1393409033,525235
Asia,India,27-05-2022,43150215,2,525242,19,1.84,34,234,858526377,388686,121.3,202270239,140885229,1393409033,525261
Asia,India,28-05-2022,43153043,0,525242,40,1.78,31,235,858526378,388687,110.4,204100126,141503092,1393409033,525282
Asia,India,29-05-2022,43155749,0,1,26,1.72,31,236,858526379,388688,104.7,204606962,142030970,1393409033,27
Asia,India,30-05-2022,43158087,0,1,21,1.69,34,237,858526380,388689,94,206529810,142432347,1393409033,22
Asia,India,31-05-2022,43160832,2,4,46,1.63,37,238,858526381,388690,79.6,208289405,142700940,1393409033,50
Asia,India,01-06-2022,43164544,0,5,26,1.59,40,239,858526382,388691,69.1,209858444,143291352,1393409033,31
Asia,India,02-06-2022,43168585,2,5,60,1.54,43,240,858526383,388692,59.5,211907880,143794042,1393409033,65
Asia,India,03-06-2022,43172547,13,5,10,1.48,47,241,858526384,388693,51.6,213128276,144446324,1393409033,15
Asia,India,04-06-2022,43176817,8,5,27,1.45,50,242,858526385,388694,45.9,214445104,145085912,1393409033,32
Asia,India,05-06-2022,43181335,7,19,24,1.43,51,243,858526386,388695,42.7,215168960,145910019,1393409033,43
Asia,India,06-06-2022,43185049,0,25,15,1.45,52,244,858526387,388696,175.6,216663555,146489638,1393409033,40
Asia,India,07-06-2022,43190282,35,32,47,1.46,53,245,858526388,388697,179.2,218286093,146875959,1393409033,79
Asia,India,08-06-2022,43197522,27,38,8,1.5,54,246,858526389,388698,182,218409909,147468396,1393409033,46
Asia,India,09-06-2022,43205106,21,48,26,1.54,55,247,858526390,388699,189.2,221362168,148344215,1393409033,74
Asia,India,10-06-2022,43213435,17,49,19,1.54,56,248,858526391,388700,193.6,222785206,149205571,1393409033,68
Asia,India,11-06-2022,43222017,38,55,12,1.53,57,249,858526392,388701,197.9,223638627,150249500,1393409033,67
Asia,India,12-06-2022,43230101,55,58,42,1.52,58,250,858526393,388702,206.6,224041006,151246296,1393409033,100
Asia,India,13-06-2022,43236695,84,78,31,1.5,59,251,858526394,388703,201.3,225644845,151417878,1393409033,109
Asia,India,14-06-2022,43245517,58,87,23,1.5,60,252,858526395,388704,200.6,227295834,151775597,1393409033,110
Asia,India,15-06-2022,43257730,81,102,22,1.48,61,253,858526396,388705,198.7,228987709,152596517,1393409033,124
Asia,India,16-06-2022,43270577,64,114,8,1.42,62,254,858526397,388706,191.4,230610233,153503685,1393409033,122
Asia,India,17-06-2022,43283793,65,122,11,1.36,63,255,858526398,388707,188,231786452,154494115,1393409033,133
Asia,India,18-06-2022,43296692,107,136,8,1.31,64,256,858526399,388708,178.1,232869968,155414524,1393409033,144
Asia,India,19-06-2022,43309473,104,157,8,1.28,65,257,858526400,388709,173,233664522,156182585,1393409033,165
Asia,India,20-06-2022,43319396,103,170,31,1.24,66,258,858526401,388710,165.7,234839306,156641778,1393409033,201
Asia,India,21-06-2022,43331645,153,181,14,1.2,67,107,858526402,388711,157.8,236724392,156994786,1393409033,195
Asia,India,22-06-2022,43344958,109,191,19,1.17,68,104,858526403,388712,148.9,238203878,157804805,1393409033,210
Asia,India,23-06-2022,43362294,130,198,8,1.14,69,103,858526404,388713,139,239549926,158962242,1393409033,206
Asia,India,24-06-2022,43378234,129,209,23,1.13,70,153,858526405,388714,129.3,240654588,160012443,1393409033,232
Asia,India,25-06-2022,43389973,114,221,35,1.12,71,109,858526406,388715,121.3,241441928,161082857,1393409033,256
Asia,India,26-06-2022,43407046,149,240,13,1.11,72,130,858526407,388716,110.4,241926512,161861222,1393409033,253
Asia,India,27-06-2022,43418839,113,280,16,1.11,73,129,858526408,388717,104.7,243116796,165900887,1393409033,296
Asia,India,28-06-2022,43433345,196,306,14,1.1,74,114,858526409,388718,94,244253314,166104331,1393409033,320
Asia,India,29-06-2022,43452164,106,327,18,1.07,75,149,858526410,388719,79.6,245595833,166653867,1393409033,345
Asia,India,30-06-2022,43469234,181,373,16,1.06,76,113,858526411,388720,69.1,246880508,167226243,1393409033,389
Asia,India,01-07-2022,43486326,218,399,21,1.06,77,196,858526412,388721,59.5,248355276,167999777,1393409033,420
Asia,India,02-07-2022,43502429,247,459,15,1.06,78,106,858526413,388722,51.6,249399820,168819593,1393409033,474
Asia,India,03-07-2022,43518564,218,469,33,1.07,79,181,858526414,388723,45.9,249974816,169580225,1393409033,502
Asia,India,04-07-2022,43531650,337,496,13,1.08,80,218,858526415,388724,42.7,251106714,170143626,1393409033,509
Asia,India,05-07-2022,43531650,219,520,59,1.09,81,247,858526416,388725,43.7,252866371,170536338,1393409033,579
