continent,location,date,total_cases,new_cases,total_deaths,new_deaths,reproduction_rate,icu_patients,hosp_patients,total_tests,new_tests,tests_per_case,total_vaccinations,people_vaccinated,population,total_death
Asia,India,11-05-2021,23340938,53449,385137,817,0.75,1126,54,406371279,1918877,43,1867730851,1002087957,1393409033,385954
Asia,India,12-05-2021,23703665,42640,386708,911,0.77,1150,53,408139287,1852140,43.8,1868475798,1002808022,1393409033,387619
Asia,India,13-05-2021,24046809,50848,388135,1206,0.78,1160,48,410100044,1718439,46,1870188115,1003162202,1393409033,389341
Asia,India,14-05-2021,24372907,54069,389302,895,0.79,1159,49,412021494,2027833,46.8,1872146953,1003626487,1393409033,390197
Asia,India,15-05-2021,24684077,51667,390660,724,0.81,1204,53,414251520,1631266,45.7,1872146954,1003788869,1393409033,391384
Asia,India,16-05-2021,24965463,48698,391981,2020,0.82,1180,39,416416463,1718756,44.2,1875857737,1004092762,1393409033,394001
Asia,India,17-05-2021,25228996,50040,393310,622,0.82,1163,41,418254953,1154444,44.2,1876721584,1004240714,1393409033,393932
Asia,India,18-05-2021,25496330,46148,394493,583,0.83,1222,47,419777457,1720110,44.4,1879171201,1004558311,1393409033,395076
Asia,India,19-05-2021,25772440,37566,395751,542,0.84,1228,38,421424881,1736857,44.8,1881446210,1004932875,1393409033,396293
Asia,India,20-05-2021,26031991,45951,396730,560,0.85,1266,43,423332097,1728795,43.5,1883679480,1005329809,1393409033,397290
Asia,India,21-05-2021,26289290,48786,397637,518,0.87,1288,47,425225897,2020950,43.3,1886979879,1005710091,1393409033,398155
Asia,India,22-05-2021,26530132,46617,398454,499,0.88,1289,49,427016605,1776315,43.7,1888681185,1005996438,1393409033,398953
Asia,India,23-05-2021,26752447,44111,399459,374,0.89,1311,46,429041970,1789472,43.6,1890938196,1006306450,1393409033,399833
Asia,India,24-05-2021,26948874,43071,400312,3998,0.89,1310,44,430885470,1428984,44.7,1891772613,1006617507,1393409033,404310
Asia,India,25-05-2021,27157795,39796,401050,507,0.9,1332,44,432317813,1649295,45.4,1893322786,1006947605,1393409033,401557
Asia,India,26-05-2021,27369093,34703,402005,483,0.9,1391,46,434058138,1847518,46.7,1894097635,1007275333,1393409033,402488
Asia,India,27-05-2021,27555457,43733,402728,546,0.9,1416,42,435973639,1751056,48.3,1895735848,1007616480,1393409033,403274
Asia,India,28-05-2021,27729247,45892,403281,535,0.9,1253,48,438011958,1640287,48.3,1897620959,1007875307,1393409033,403816
Asia,India,29-05-2021,27894800,43393,404211,416,0.91,1206,51,440023239,1783314,48.4,1899566264,1007965027,1393409033,404627
Asia,India,30-05-2021,28047534,42766,405028,415,0.91,1270,54,442021954,1722221,49.1,1901414279,1008179704,1393409033,405443
Asia,India,31-05-2021,28175044,41506,405939,640,0.92,1312,60,443958663,1728047,49.2,1902826009,1008469779,1393409033,406579
Asia,India,01-06-2021,28307832,37154,407145,640,0.93,1317,58,445422256,1511313,49,1904468335,1008734547,1393409033,407785
Asia,India,02-06-2021,28441986,32906,408040,555,0.94,1330,50,447341133,1777962,48.5,1906086192,1009044161,1393409033,408595
Asia,India,03-06-2021,28574350,38865,408764,593,0.95,1339,52,449193273,2313689,48.3,1907730016,1009345050,1393409033,409357
Asia,India,04-06-2021,28694879,41733,410784,541,0.95,1332,58,450911712,2100583,47.2,1909303657,1009567798,1393409033,411325
Asia,India,05-06-2021,28809339,38949,411406,422,0.96,1373,63,452939545,2229798,46.2,1910988931,1009659072,1393409033,411828
Asia,India,06-06-2021,28909975,38079,411989,422,0.96,1356,62,454570811,1923863,45.1,1912387924,1009889844,1393409033,412411
Asia,India,07-06-2021,28996473,41157,412531,562,0.96,1399,73,456289567,1181212,44.1,1912934803,1010112144,1393409033,413093
Asia,India,08-06-2021,29089069,38164,413091,533,0.97,1438,80,457444011,1823872,43.3,1914231848,1010349257,1393409033,413624
Asia,India,09-06-2021,29182532,30093,413609,464,0.99,1354,79,459164121,1797559,42,1915784498,1010616593,1393409033,414073
Asia,India,10-06-2021,29274823,42015,414108,617,1,1362,78,460900978,1873757,41.6,1917330271,1010876641,1393409033,414725
Asia,India,11-06-2021,29359155,41383,414482,491,1.01,1477,91,462629773,2398862,41.8,1918969942,1011066751,1393409033,414973
Asia,India,12-06-2021,29439989,35342,418480,447,1.02,1494,101,464650723,1876456,41.9,1920639056,1011133506,1393409033,418927
Asia,India,13-06-2021,29510410,39097,418987,373,1.02,1538,89,466427038,1680081,42.7,1922077507,1011329919,1393409033,419360
Asia,India,14-06-2021,29570881,39742,419470,497,1.03,1462,96,468216510,1295160,42.6,1923079150,1011653553,1393409033,419967
Asia,India,15-06-2021,29633105,39361,420016,490,1.02,1423,95,469645494,1840393,43.1,1924562314,1011693229,1393409033,420506
Asia,India,16-06-2021,29700313,29689,420551,585,1.02,1451,106,471294789,1792755,43.1,1925998950,1011862480,1393409033,421136
Asia,India,17-06-2021,29762793,43654,420967,478,1.01,1460,105,473142307,1944831,42.2,1927492886,1012032729,1393409033,421445
Asia,India,18-06-2021,29823546,43509,421382,493,1.01,1484,123,474893363,1824931,42.7,1929071592,1012178184,1393409033,421875
Asia,India,19-06-2021,29881772,44230,422022,417,1,1462,141,476533650,1933293,43.1,1930645136,1012242224,1393409033,422439
Asia,India,20-06-2021,29935221,41649,422662,437,0.99,1491,142,478316964,1755327,44.6,1931892904,1012433476,1393409033,423099
Asia,India,21-06-2021,29977861,41831,423217,440,0.99,1521,152,480039185,1503596,44.8,1932350200,1012660415,1393409033,423657
Asia,India,22-06-2021,30028709,40134,423810,530,0.97,1509,162,481767232,1394573,44.9,1933706281,1012866101,1393409033,424340
Asia,India,23-06-2021,30082778,30549,424351,540,0.97,1537,169,483278545,1643195,47.8,1935937188,1013087306,1393409033,424891
Asia,India,24-06-2021,30134445,42625,424773,375,0.96,1593,164,485056507,1643196,49.5,1936227419,1013296239,1393409033,425148
Asia,India,25-06-2021,30183143,42982,425195,403,0.96,1489,163,487370196,1643197,51.9,1937558468,1013473564,1393409033,425598
Asia,India,26-06-2021,30233183,44643,425757,389,0.96,1524,177,489470779,1704970,53.2,1938863350,1013619662,1393409033,426146
Asia,India,27-06-2021,30279331,38628,426290,354,0.95,1479,178,491700577,1818180,51.6,1939962957,1013813624,1393409033,426644
Asia,India,28-06-2021,30316897,39070,426754,648,0.95,1455,187,493624440,1410649,53.5,1940463971,1013988367,1393409033,427402
Asia,India,29-06-2021,30362848,35499,427371,607,0.95,1432,193,494805652,1720481,54.7,1941877578,1014178043,1393409033,427978
Asia,India,30-06-2021,30411634,28204,427862,496,0.94,1430,189,496629524,1753745,53.7,1943533128,1014376400,1393409033,428358
Asia,India,01-07-2021,30458251,38353,428309,509,0.94,1514,198,498427083,1874150,55.9,1945224141,1014571652,1393409033,428818
Asia,India,02-07-2021,30502362,41195,428682,460,0.93,1457,208,500300840,1787611,55.6,1946888891,1014700077,1393409033,429142
Asia,India,03-07-2021,30545433,40120,429179,380,0.93,1454,217,502699702,1592135,56.4,1948512551,1014753552,1393409033,429559
Asia,India,04-07-2021,30585229,38667,429669,350,0.93,1449,206,504576158,1608840,56.9,1949991113,1014916146,1393409033,430019
Asia,India,05-07-2021,30619932,36083,430254,460,0.93,1486,206,506256239,1208247,56.3,1951184908,1015071082,1393409033,430714
Asia,India,06-07-2021,30663665,32937,430732,509,0.94,1452,219,507551399,1430891,54,1952767342,1015258094,1393409033,431241
Asia,India,07-07-2021,30709557,25166,431225,366,0.95,1460,221,509391792,1610829,52.5,1954285339,1015453733,1393409033,431591
Asia,India,08-07-2021,30752950,35178,431642,330,0.97,1482,230,511184547,1645933,47.7,1955954232,1015664024,1393409033,431972
Asia,India,09-07-2021,30795716,36401,432079,308,1.01,1498,248,513129378,1527420,45.5,1957644567,1015812743,1393409033,432387
Asia,India,10-07-2021,30837222,36571,432519,219,1.06,1484,262,514954309,1551124,42.9,1959268288,1015877936,1393409033,432738
Asia,India,11-07-2021,30874376,34457,433049,290,1.1,1416,248,516887602,1559895,42.8,1960498702,1016119457,1393409033,433339
Asia,India,12-07-2021,30907282,30948,433589,369,1.12,1462,249,518642929,1281598,40.7,1960998144,1016311008,1393409033,433958
Asia,India,13-07-2021,30946147,25072,433964,338,1.13,1419,244,520146525,1413951,40.1,1962421213,1016506282,1393409033,434302
Asia,India,14-07-2021,30987880,25467,434367,260,1.13,1402,251,521541098,1718565,39.1,1963796134,1016681915,1393409033,434627
Asia,India,15-07-2021,31026829,37593,434756,308,1.11,1419,259,523184293,1612731,39.1,1965433440,1016823048,1393409033,435064
Asia,India,16-07-2021,31064908,46164,435110,338,1.09,1386,314,523184294,1565696,38.7,1966980412,1016937915,1393409033,435448
Asia,India,17-07-2021,31106065,44658,435758,219,1.07,1355,318,526535068,1728674,39.4,1968671713,1016975834,1393409033,435977
Asia,India,18-07-2021,31144229,46759,436365,339,1.06,1335,307,528240038,1581862,39,1969852777,1017136761,1393409033,436704
Asia,India,19-07-2021,31174322,45083,436861,284,1.04,1321,323,530058218,1165006,40.7,1970469750,149242,1393409033,437145
Asia,India,20-07-2021,31216337,42909,437370,431,1.02,1304,332,531468867,1321780,41.7,1972351905,161959,1393409033,437801
Asia,India,21-07-2021,31257720,30941,437830,320,1.01,1291,326,533189348,1720154,44,1973822032,245685,1393409033,438150
Asia,India,22-07-2021,31293062,41965,438210,281,0.99,1278,324,534943093,1506254,46,1975334761,308003,1393409033,438491
Asia,India,23-07-2021,31332159,47092,438560,309,0.97,1253,347,536817243,1520899,48.2,1976570002,368318,1393409033,438869
Asia,India,24-07-2021,31371901,45352,439020,295,0.94,1271,382,538604854,1517652,49.7,1977618374,405012,1393409033,439315
Asia,India,25-07-2021,31411262,42618,439529,252,0.91,1280,355,540196989,1265734,50,1978551059,482145,1393409033,439781
Asia,India,26-07-2021,31440951,42766,439895,383,0.88,1233,360,541805829,991676,51.2,1978918170,493133,1393409033,440278
Asia,India,27-07-2021,31484605,38948,440225,282,0.86,1237,343,543014076,1141642,53.6,1980107125,539532,1393409033,440507
Asia,India,28-07-2021,31528114,31222,440533,318,0.85,1194,353,544444967,1409825,52.6,1980107126,596260,1393409033,440851
Asia,India,29-07-2021,31572344,37875,440752,290,0.85,1192,363,546055796,1853617,50.8,1980107127,646026,1393409033,441042
Asia,India,30-07-2021,31613993,43263,441042,260,0.86,1238,362,547701729,1385706,50.1,1980107128,700266,1393409033,441302
Asia,India,31-07-2021,31655824,34973,441411,276,0.87,1182,384,549229149,1269291,49.2,1980107129,744884,1393409033,441687
Asia,India,01-08-2021,31695958,33376,441749,179,0.88,1160,367,550780273,1283212,49.3,1980107130,777096,1393409033,441928
Asia,India,02-08-2021,31726507,28591,442009,378,0.91,1144,335,552340168,1035797,49.3,1980107131,784318,1393409033,442387
Asia,India,03-08-2021,31769132,27254,442317,311,0.92,1144,331,553621766,1406553,49.5,1980107132,814585,1393409033,442628
Asia,India,04-08-2021,31812114,25404,442655,277,0.93,1099,328,555035717,1325399,50.1,1980107133,845407,1393409033,442932
Asia,India,05-08-2021,31856757,27176,442874,234,0.93,1076,310,556754282,1301083,51.7,1980107134,969546,1393409033,443108
Asia,India,06-08-2021,31895385,30570,443213,244,0.92,1073,315,558367013,1180148,53.2,1980107135,1017186,1393409033,443457
Asia,India,07-08-2021,31934455,34403,443497,180,0.92,1073,321,559932709,990585,54.4,1980107136,1017187,1393409033,443677
Asia,India,08-08-2021,31969954,35662,443928,263,0.91,1031,309,561661383,1100123,55.9,1980107137,1060326,1393409033,444191
Asia,India,09-08-2021,31998158,30773,444248,278,0.9,1029,292,563243245,989493,57.8,1980107138,1068747,1393409033,444526
Asia,India,10-08-2021,32036511,30256,444529,318,0.89,1003,290,564408251,1181314,60.6,1980107139,1096095,1393409033,444847
Asia,India,11-08-2021,32077706,26115,444838,271,0.88,931,288,565730031,1323702,61.6,1980107140,1120963,1393409033,445109
Asia,India,12-08-2021,32117826,26964,445133,248,0.86,977,261,567450185,1312328,63.3,1980107141,1149939,1393409033,445381
Asia,India,13-08-2021,32156493,31923,445385,214,0.84,970,278,568956439,1324263,64.1,1980107142,1164144,1393409033,445599
Asia,India,14-08-2021,32192576,31382,445768,193,0.83,917,297,570477338,1364681,64.2,149242,1164145,1393409033,445961
Asia,India,15-08-2021,32225513,29616,446050,181,0.83,893,286,571994990,1340158,63.3,161959,1224091,1393409033,446231
Asia,India,16-08-2021,32250679,28326,446368,226,0.85,883,272,573260724,998397,62.2,245685,1224092,1393409033,446594
Asia,India,17-08-2021,32285857,26041,446658,246,0.85,853,286,574252400,1131826,60.6,308003,1224093,1393409033,446904
Asia,India,18-08-2021,32322258,18795,446918,379,0.86,863,297,575394042,1305962,65.2,373786,1269905,1393409033,447297
Asia,India,19-08-2021,32358829,18870,447194,166,0.85,841,282,576803867,1290900,66.3,416299,1363138,1393409033,447360
Asia,India,20-08-2021,32393286,23529,447373,144,0.85,843,296,578657484,1387364,66.8,502955,1461920,1393409033,447517
Asia,India,21-08-2021,32424234,26727,447751,166,0.85,831,310,580043190,1176850,68.2,515681,1583581,1393409033,447917
Asia,India,22-08-2021,32449306,24354,448062,164,0.84,791,300,581312481,1257296,70.6,574938,1616165,1393409033,448226
Asia,India,23-08-2021,32474773,22842,448339,197,0.84,777,300,582595693,881379,74.3,648259,1691724,1393409033,448536
Asia,India,24-08-2021,32512366,20799,448573,160,0.83,759,297,583631490,1009045,75.6,717647,1691725,1393409033,448733
Asia,India,25-08-2021,32558530,18346,448817,231,0.83,756,308,585038043,1068514,73.8,796819,1968057,1393409033,449048
Asia,India,26-08-2021,32603188,18833,448997,666,0.84,738,298,586363442,1067914,74.4,865609,2286123,1393409033,449663
Asia,India,27-08-2021,32649947,22431,449260,561,0.83,722,319,587664525,670847,74.6,914303,2286124,1393409033,449821
Asia,India,28-08-2021,32695030,21257,449538,443,0.83,702,333,588844673,948137,76,923449,2413615,1393409033,449981
Asia,India,29-08-2021,32737939,19740,449856,356,0.83,703,349,589835258,919996,76.5,985855,2413616,1393409033,450212
Asia,India,30-08-2021,32768880,18166,450127,585,0.82,694,343,590935381,1186202,75.2,1066860,2888757,1393409033,450712
Asia,India,31-08-2021,32810845,18132,450375,733,0.82,688,355,591924874,1151982,75.6,1248797,2888758,1393409033,451108
Asia,India,01-09-2021,32857937,14313,450589,805,0.83,679,354,593106188,1278728,76.5,1362791,2888759,1393409033,451394
Asia,India,02-09-2021,32903289,15823,450782,549,0.85,676,353,594429890,1399405,77.6,1362792,3574698,1393409033,451331
Asia,India,03-09-2021,32945907,18987,450963,446,0.87,666,382,595742218,1165286,79.8,1475812,3696059,1393409033,451409
Asia,India,04-09-2021,32988673,16862,451189,251,0.88,666,400,597066481,1266589,81.5,1494325,3769174,1393409033,451440
Asia,India,05-09-2021,33027621,15981,451435,443,0.9,643,402,598431162,1417405,82,1578720,3985596,1393409033,451878
Asia,India,06-09-2021,33058843,14146,451814,311,0.91,619,408,599771320,915198,82.5,1658110,4020124,1393409033,452125
Asia,India,07-09-2021,33096718,13596,451980,461,0.91,603,415,600769717,1107617,84.1,1747267,4166862,1393409033,452441
Asia,India,08-09-2021,33139981,13058,452124,221,0.92,602,413,601901543,1242177,85.1,1787976,4468951,1393409033,452345
Asia,India,09-09-2021,33174954,14623,452290,392,0.91,584,406,603207505,1232505,87.4,1787977,4705248,1393409033,452682
Asia,India,10-09-2021,33208330,18454,452454,526,0.91,562,459,604498405,1138699,88.2,1956725,4838752,1393409033,452980
Asia,India,11-09-2021,33236921,15786,452651,266,0.9,564,484,605885769,1187739,89,1956726,4959063,1393409033,452917
Asia,India,12-09-2021,33264175,16326,452811,332,0.9,567,472,607062619,1074099,89.7,1956727,5124948,1393409033,453143
Asia,India,13-09-2021,33289579,15906,453042,460,0.89,570,464,608319915,874881,89.8,2059871,5533379,1393409033,453502
Asia,India,14-09-2021,33316755,14306,453708,340,0.89,562,448,609201294,964980,90.5,2188788,5567280,1393409033,454048
Asia,India,15-09-2021,33347325,12428,454269,501,0.88,569,457,610210339,1284986,89.6,2315665,5732210,1393409033,454770
Asia,India,16-09-2021,33381728,13451,454712,555,0.88,559,450,611278853,1150538,84.7,2449451,5978251,1393409033,455267
Asia,India,17-09-2021,33417390,16156,455068,285,0.87,546,471,612346767,1181246,84,2598535,6389837,1393409033,455353
Asia,India,18-09-2021,33448163,14348,455653,125,0.87,555,497,613017614,1141880,80.9,2690163,6969201,1393409033,455778
Asia,India,19-09-2021,33478419,14313,456386,197,0.87,549,513,613965751,1179373,85,2690164,7179014,1393409033,456583
Asia,India,20-09-2021,33504534,12830,457191,301,0.87,544,503,614885747,864063,87.2,3023348,7243202,1393409033,457492
Asia,India,21-09-2021,33531498,12514,457740,470,0.87,554,487,616071949,1012523,89.6,3386351,7394421,1393409033,458210
Asia,India,22-09-2021,33563421,10423,458186,459,0.88,534,481,617223931,1108467,93.9,3386352,7729582,1393409033,458645
Asia,India,23-09-2021,33594803,11903,458437,267,0.9,542,470,618502659,1098611,98.9,3528152,8095717,1393409033,458704
Asia,India,24-09-2021,33624419,12885,458880,313,0.91,544,500,619902064,1157156,102.3,3528153,8349475,1393409033,459193
Asia,India,25-09-2021,33652745,12729,459191,249,0.92,538,515,621067350,1358704,110.1,4022544,8418589,1393409033,459440
Asia,India,26-09-2021,33678786,10929,459652,236,0.93,542,493,622333939,1226064,108.4,4022545,8533422,1393409033,459888
Asia,India,27-09-2021,33697581,10826,459873,437,0.93,527,460,623751344,1006217,109.6,4022546,8629182,1393409033,460310
Asia,India,28-09-2021,33716451,11478,460265,396,0.93,524,458,624666542,1187947,110.8,4837576,8838081,1393409033,460661
Asia,India,29-09-2021,33739980,10126,460791,488,0.92,526,464,625774159,1213130,110.6,4991674,8975366,1393409033,461279
Asia,India,30-09-2021,33766707,11466,461057,465,0.91,545,444,627016336,1289983,112.6,5108536,9187757,1393409033,461522
Asia,India,01-10-2021,33791061,13091,461389,621,0.91,536,478,628248841,1293412,112.7,5440432,9309809,1393409033,462010
Asia,India,02-10-2021,33813903,12516,461849,236,0.91,541,498,629387540,1383761,110.7,5480346,9784278,1393409033,462085
Asia,India,03-10-2021,33834702,11850,462189,190,0.91,542,520,630575279,1189459,112.1,5739648,9955433,1393409033,462379
Asia,India,04-10-2021,33853048,11271,462690,267,0.91,532,551,631649378,855692,111.5,6185700,10045575,1393409033,462957
Asia,India,05-10-2021,33871881,10229,463245,477,0.91,541,543,632524259,990482,116.9,6581388,10261791,1393409033,463722
Asia,India,06-10-2021,33894312,8865,463530,391,0.9,549,549,633489239,1184883,116.6,6787283,10373963,1393409033,463921
Asia,India,07-10-2021,33915569,10197,463655,415,0.88,532,556,634774225,1399946,120.9,7027463,10477506,1393409033,464070
Asia,India,08-10-2021,33935309,11919,463852,0,0.88,506,582,635924763,1259932,123.5,7346148,10596373,1393409033,463852
Asia,India,09-10-2021,33953475,11106,464153,3007,0.88,516,622,637106009,1389694,125.6,7835357,10706184,1393409033,467160
Asia,India,10-10-2021,33971607,10302,464623,220,0.88,513,614,638247889,1211977,126.6,7879881,10801244,1393409033,464843
Asia,India,11-10-2021,33985920,10488,465082,195,0.89,510,634,639427262,1003215,128.1,8226632,10828419,1393409033,465277
Asia,India,12-10-2021,34001743,8488,465349,159,0.9,519,643,640291325,1014079,123.9,8687796,10966934,1393409033,465508
Asia,India,13-10-2021,34020730,7579,465662,368,0.9,507,643,641303848,1229512,125.8,9330853,11101291,1393409033,466030
Asia,India,14-10-2021,34037592,9283,465911,393,0.89,512,640,642412315,1287758,124.8,10117812,11269213,1393409033,466304
Asia,India,15-10-2021,34053573,9119,466147,562,0.91,500,669,643510926,1165887,150.1,10412824,11432711,1393409033,466709
Asia,India,16-10-2021,34067719,10549,466584,202,0.92,510,685,644668082,1241811,128.9,10489657,11587879,1393409033,466786
Asia,India,17-10-2021,34081315,8318,466980,252,0.93,498,638,646026786,945455,131.6,10707915,11699585,1393409033,467232
Asia,India,18-10-2021,34094373,8774,467468,247,0.93,490,611,647252850,939539,135.6,11229846,11733923,1393409033,467715
Asia,India,19-10-2021,34108996,8309,467933,343,0.93,471,598,648259067,1141910,138.2,11805314,11844579,1393409033,468276
Asia,India,20-10-2021,34127450,6990,468554,391,0.94,463,572,649447014,1167612,143.3,12200266,11981034,1393409033,468945
Asia,India,21-10-2021,34143236,8954,468790,0,1.02,445,536,650660144,1199252,147.2,12286155,12112888,1393409033,468790
Asia,India,22-10-2021,34159562,9765,468980,289,1.01,435,566,651950127,1432860,130,12485291,12280765,1393409033,469269
Asia,India,23-10-2021,34175468,9216,469247,396,0.98,427,579,653243539,1110855,152.1,12643583,12385886,1393409033,469643
Asia,India,24-10-2021,34189774,8603,469724,453,0.96,403,579,654627300,1082376,152.2,13046407,12443263,1393409033,470177
Asia,India,25-10-2021,34202202,0,470115,318,0.94,404,578,655816759,878990,152.7,13353717,12457164,1393409033,470433
Asia,India,26-10-2021,34215653,17201,470530,434,0.93,407,545,656672451,1478119,156.4,13735337,12545372,1393409033,470964
Asia,India,27-10-2021,34231809,6822,470530,374,0.91,408,528,657662933,1388647,161.4,13975000,12672864,1393409033,470904
Asia,India,28-10-2021,34246157,8439,473537,387,0.87,382,487,658847816,1488509,190.3,14727509,12832886,1393409033,473924
Asia,India,29-10-2021,34260470,9419,473757,162,0.88,384,503,660247762,1513377,193.8,15005957,12995710,1393409033,473919
Asia,India,30-10-2021,34273300,8402,473952,315,0.88,384,536,661507694,1651831,169.3,15145565,13136686,1393409033,474267
Asia,India,31-10-2021,34285814,7990,474111,293,0.87,400,505,662897388,1563566,174,15572530,13284422,1393409033,474404
Asia,India,01-11-2021,34296237,7877,474479,302,0.87,391,543,664109365,1540827,176.9,15805960,13340957,1393409033,474781
Asia,India,02-11-2021,34308140,7350,474872,268,0.87,389,530,665112580,1579928,179.6,16046363,13475087,1393409033,475140
Asia,India,03-11-2021,34321025,5784,475434,220,0.97,379,511,666126659,2119100,180.3,16309777,13615313,1393409033,475654
Asia,India,04-11-2021,34333754,6984,475636,406,1.05,353,481,667356171,2119101,154.4,16526130,13678323,1393409033,476042
Asia,India,05-11-2021,34344683,7974,475888,284,1.03,338,504,668643929,2119102,152.1,16690960,13695553,1393409033,476172
Asia,India,06-11-2021,34355509,7447,476135,123,1.01,330,518,669809816,1613740,169.6,16739340,13699393,1393409033,476258
Asia,India,07-11-2021,34366987,0,476478,124,1.01,339,493,671051627,1736014,164.6,17017666,13721627,1393409033,476602
Asia,India,08-11-2021,34377113,7145,476869,534,1.03,324,470,671997082,1313444,157.8,17233178,13737596,1393409033,477403
Asia,India,09-11-2021,34388579,13644,476869,325,1.09,306,443,672936621,1649143,140.7,17591216,13803055,1393409033,477194
Asia,India,10-11-2021,34401670,5326,477158,302,1.14,297,420,674078531,2010225,117.9,17920908,13951975,1393409033,477460
Asia,India,11-11-2021,34414186,6317,477554,285,1.22,302,410,675246143,1935180,98.7,18265027,14099754,1393409033,477839
Asia,India,12-11-2021,34426036,7495,478007,327,1.37,288,436,676445395,2182108,77.6,18484179,14369233,1393409033,478334
Asia,India,13-11-2021,34437307,6650,478325,146,1.53,281,467,677878255,1960954,62.3,18556227,14606331,1393409033,478471
Asia,India,14-11-2021,34447536,7189,478759,277,1.72,269,443,678989110,2020688,49.9,18842883,14815666,1393409033,479036
Asia,India,15-11-2021,34456401,6987,479133,442,1.93,273,429,680071486,1474753,39.9,19159802,14890933,1393409033,479575
Asia,India,16-11-2021,34466598,6531,479520,380,2.13,284,390,680950476,1807100,29.8,19487346,14919589,1393409033,479900
Asia,India,17-11-2021,34478517,6358,479682,411,2.29,265,393,682428595,1769745,22.9,19847136,15330306,1393409033,480093
Asia,India,18-11-2021,34489623,9195,479997,306,2.43,252,378,683817242,1594070,17.6,20015745,15535998,1393409033,480303
Asia,India,19-11-2021,34499925,13154,480290,314,2.57,257,426,685305751,1582307,14.8,20110846,15703583,1393409033,480604
Asia,India,20-11-2021,34510413,16764,480592,385,2.7,253,462,686819128,2026150,12.7,20135649,16000947,1393409033,480977
Asia,India,21-11-2021,34518901,22775,480860,310,2.78,254,521,688470959,1615993,11.6,20372568,16203829,1393409033,481170
Asia,India,22-11-2021,34526480,27553,481080,441,2.78,253,568,690034525,1607115,10.2,20653919,16304700,1393409033,481521
Asia,India,23-11-2021,34535763,33750,481486,491,2.69,249,619,691575352,1699380,9.5,20984828,16413672,1393409033,481977
Asia,India,24-11-2021,34544882,37379,481770,703,2.56,253,682,693155280,1742793,8.8,21313654,16594581,1393409033,482473
Asia,India,25-11-2021,34555431,58097,481893,488,2.41,229,656,695274380,1752628,8.3,21592945,16766263,1393409033,482381
Asia,India,26-11-2021,34563749,90928,482017,525,2.26,215,717,695274381,1611666,7.7,21868276,17042850,1393409033,482542
Asia,India,27-11-2021,34572523,117100,482551,439,2.13,198,804,699099084,2127953,7.4,21975503,17291504,1393409033,482990
Asia,India,28-11-2021,34580832,141986,482876,614,2.01,204,884,700712824,2254908,7,22230343,17581464,1393409033,483490
Asia,India,29-11-2021,34587822,159632,483178,665,1.9,193,928,702448838,1374446,6.7,22485737,17643603,1393409033,483843
Asia,India,30-11-2021,34596776,179723,483463,573,1.79,187,941,703762282,1346534,6.4,22586588,17775918,1393409033,484036
Asia,India,01-12-2021,34606541,168063,483790,627,1.69,184,936,705411425,1776629,6.1,22615110,18260482,1393409033,484417
Asia,India,02-12-2021,34615757,194720,483936,871,1.6,183,917,707421650,1511321,6.1,22620824,18718769,1393409033,484807
Asia,India,03-12-2021,34624360,247417,484213,893,1.53,162,984,709356830,1673976,6,22675927,19211433,1393409033,485106
Asia,India,04-12-2021,34624360,264202,484655,959,1.47,160,1063,711538938,1450532,6,22708311,19669968,1393409033,485614
Asia,India,05-12-2021,34641561,268833,485035,1192,1.41,149,1062,713499892,1415279,6.1,22870037,20044187,1393409033,486227
Asia,India,06-12-2021,34648383,271202,485446,1733,1.37,141,1055,715520580,1067908,6.1,23199575,20158937,1393409033,487179
Asia,India,07-12-2021,34656822,258089,485752,1008,1.31,143,1011,716995333,1229536,6.1,23466389,20424048,1393409033,486760
Asia,India,08-12-2021,34666241,238018,486066,1072,1.25,146,1020,718802433,1251677,6.2,23905335,20904723,1393409033,487138
Asia,India,09-12-2021,34674643,282970,486451,1059,1.19,131,940,720572178,1247481,6.2,24317577,21448774,1393409033,487510
Asia,India,10-12-2021,34682633,317532,486761,865,1.12,129,961,722166248,1319327,6.6,24641165,21999256,1393409033,487626
Asia,India,11-12-2021,34690510,347254,487202,895,1.06,124,1006,723748555,1275693,6.7,24762597,22455167,1393409033,488097
Asia,India,12-12-2021,34697860,337704,487693,1188,0.99,127,979,725774705,1187766,7.2,24816571,22873342,1393409033,488881
Asia,India,13-12-2021,34703644,333533,488396,1217,0.93,119,911,727390698,831087,7.7,25455786,23043372,1393409033,489613
Asia,India,14-12-2021,34710628,306064,488884,1241,0.89,120,896,728997813,1084247,8.3,25760831,23265773,1393409033,490125
Asia,India,15-12-2021,34718602,255874,489409,657,0.85,114,892,730697193,1183438,9,26063579,23789884,1393409033,490066
Asia,India,16-12-2021,34726049,285914,489848,804,0.81,113,836,732439986,1155147,9.9,26487346,24358856,1393409033,490652
Asia,India,17-12-2021,34726049,286384,490462,684,0.77,112,845,734192614,1155148,11.1,26758625,24929442,1393409033,491146
Asia,India,18-12-2021,34733194,251209,491127,346,0.72,114,885,735804280,1155149,13.2,26889189,25482036,1393409033,491473
Asia,India,19-12-2021,34746838,235532,491700,347,0.67,114,824,737932233,1022204,14.4,27045507,26032131,1393409033,492047
Asia,India,20-12-2021,34752164,234281,492327,514,0.63,123,739,740187141,723828,15.7,27308881,27115763,1393409033,492841
Asia,India,21-12-2021,34758481,209918,493198,541,0.59,137,708,741561587,901647,18.1,27619247,27419898,1393409033,493739
