continent,location,date,total_cases,new_cases,total_deaths,new_deaths,reproduction_rate,icu_patients,hosp_patients,total_tests,new_tests,tests_per_case,total_vaccinations,people_vaccinated,population_x,total_death,positive_rate,year,month,day,weekday,new_deaths_total,new_cases_total,population_y,median_age,aged_65_older,aged_70_older,cases_per_million,deaths_per_million,tests_per_million
Asia,India,2020-01-30,1,13.0,0,0.0,1.49,4,18,13125,21294,13.0,61,191181,1393409033,0,0.0009904761904761905,2020,1,30,3,0.0,13.0,1393409033,18.6,2.581,1.337,0.009329636662402776,0.0,9.419344707233572
Asia,India,2020-01-31,1,6.0,0,0.0,1.51,5,17,13316,10705,6.0,62,224301,1393409033,0,0.0004505857614899369,2020,1,31,4,0.0,19.0,1393409033,18.6,2.581,1.337,0.013635622814280981,0.0,9.556418599735029
Asia,India,2020-01-02,1,11.0,0,1.0,1.67,6,18,14376,9584,11.0,63,454049,1393409033,1,0.000765164162493044,2020,1,2,3,1.0,30.0,1393409033,18.6,2.581,1.337,0.02152993075939102,0.0007176643586463674,10.317142819900178
Asia,India,2020-02-02,2,9.0,1,2.0,1.8,7,26,15701,11534,9.0,324,674835,1393409033,3,0.0005732118973313802,2020,2,2,6,3.0,39.0,1393409033,18.6,2.581,1.337,0.02798890998720833,0.0021529930759391024,11.268048095106614
Asia,India,2020-03-02,3,20.0,1,3.0,2.06,8,32,16999,12947,20.0,456,806484,1393409033,4,0.0011765397964586153,2020,3,2,0,6.0,59.0,1393409033,18.6,2.581,1.337,0.04234219716013568,0.004305986151878205,12.1995764326296
Asia,India,2020-04-02,3,11.0,2,4.0,2.26,9,44,20707,13904,11.0,234,1043534,1393409033,6,0.0005312213261216014,2020,4,2,3,10.0,70.0,1393409033,18.6,2.581,1.337,0.050236505105245716,0.007176643586463674,14.86067587449033
Asia,India,2020-05-02,3,6.0,2,5.0,2.37,10,36,20864,16991,6.0,678,1390592,1393409033,7,0.00028757668711656444,2020,5,2,5,15.0,76.0,1393409033,18.6,2.581,1.337,0.054542491257123925,0.01076496537969551,14.97334917879781
Asia,India,2020-06-02,3,23.0,2,6.0,2.33,69,38,25144,16420,23.0,243,1582201,1393409033,8,0.0009147311485841553,2020,6,2,1,21.0,99.0,1393409033,18.6,2.581,1.337,0.07104877150599037,0.015070951531573716,18.04495263380426
Asia,India,2020-07-02,3,14.0,2,7.0,2.23,60,41,55667,18044,14.0,34,1615504,1393409033,9,0.00025149550002694597,2020,7,2,3,28.0,113.0,1393409033,18.6,2.581,1.337,0.08109607252703951,0.020094602042098286,39.950221852767335
Asia,India,2020-08-02,3,38.0,3,13.0,2.11,71,55,27688,16374,38.0,191181,2023809,1393409033,16,0.0013724357122219012,2020,8,2,6,41.0,151.0,1393409033,18.6,2.581,1.337,0.10836731815560148,0.029424238704501064,19.87069076220062
Asia,India,2020-09-02,3,50.0,3,37.0,2.06,75,61,5365,21806,50.0,224301,2029480,1393409033,40,0.009319664492078284,2020,9,2,2,78.0,201.0,1393409033,18.6,2.581,1.337,0.14425053608791985,0.05597781997441666,3.8502692841377613
Asia,India,2020-10-02,3,86.0,4,14.0,2.02,94,80,4556,27339,86.0,454049,2355979,1393409033,18,0.01887620719929763,2020,10,2,4,92.0,287.0,1393409033,18.6,2.581,1.337,0.20596967093150745,0.0660251209954658,3.2696788179928498
Asia,India,2020-11-02,3,66.0,5,28.0,2.07,97,98,33456,29706,66.0,674835,2928053,1393409033,33,0.0019727403156384504,2020,11,2,0,120.0,353.0,1393409033,18.6,2.581,1.337,0.2533355186021677,0.08611972303756409,24.010178782872867
Asia,India,2020-12-02,3,103.0,4,48.0,2.02,90,133,5753,28357,103.0,806484,3500027,1393409033,52,0.017903702416130714,2020,12,2,2,168.0,456.0,1393409033,18.6,2.581,1.337,0.32725494754274354,0.12056761225258973,4.128723055292552
Asia,India,2020-02-13,3,37.0,7,20.0,2.11,93,151,35257,32167,37.0,1043534,3744334,1393409033,27,0.001049436991235783,2020,2,13,3,188.0,493.0,1393409033,18.6,2.581,1.337,0.3538085288126591,0.13492089942551708,25.302692292794976
Asia,India,2020-02-14,3,121.0,10,42.0,2.32,96,177,47951,37000,121.0,1390592,3758843,1393409033,52,0.002523409313674376,2020,2,14,4,230.0,614.0,1393409033,18.6,2.581,1.337,0.4406459162088696,0.1650628024886645,34.41272366145196
Asia,India,2020-02-15,3,70.0,10,43.0,2.51,93,218,69245,29463,70.0,1582201,3950156,1393409033,53,0.0010109033143187235,2020,2,15,5,273.0,684.0,1393409033,18.6,2.581,1.337,0.4908824213141153,0.1959223699104583,49.694668514467715
Asia,India,2020-02-16,3,160.0,12,27.0,2.7,87,239,79950,41247,160.0,1615504,4138918,1393409033,39,0.0020012507817385866,2020,2,16,6,300.0,844.0,1393409033,18.6,2.581,1.337,0.6057087186975341,0.21529930759391022,57.37726547377707
Asia,India,2020-02-17,3,100.0,20,35.0,2.55,87,290,89534,38168,100.0,2023809,4449552,1393409033,55,0.0011168941407733374,2020,2,17,0,335.0,944.0,1393409033,18.6,2.581,1.337,0.6774751545621709,0.2404175601465331,64.25536068704386
Asia,India,2020-02-18,3,37.0,20,12.0,2.31,84,331,101068,45352,37.0,2029480,4959445,1393409033,32,0.0003660901571219377,2020,2,18,1,347.0,981.0,1393409033,18.6,2.581,1.337,0.7040287358320865,0.2490295324502895,72.53290139967106
Asia,India,2020-02-19,3,227.0,24,43.0,2.31,84,380,114015,40510,227.0,2355979,5416849,1393409033,67,0.0019909661009516293,2020,2,19,2,390.0,1208.0,1393409033,18.6,2.581,1.337,0.8669385452448118,0.27988909987208327,81.82450185106558
Asia,India,2020-02-20,3,146.0,27,38.0,2.32,79,442,127919,50914,146.0,2928053,5775322,1393409033,65,0.0011413472588122171,2020,2,20,3,428.0,1354.0,1393409033,18.6,2.581,1.337,0.9717175416071815,0.30716034550064525,91.80290709368467
Asia,India,2020-02-21,3,601.0,32,35.0,2.28,77,513,144910,54031,601.0,3500027,5812362,1393409033,67,0.00414740183562211,2020,2,21,4,463.0,1955.0,1393409033,18.6,2.581,1.337,1.4030338211536484,0.3322785980532681,103.9967422114451
Asia,India,2020-02-22,3,545.0,35,38.0,2.07,79,571,161330,59437,545.0,3744334,6259008,1393409033,73,0.003378168970433273,2020,2,22,5,501.0,2500.0,1393409033,18.6,2.581,1.337,1.7941608966159186,0.3595498436818301,115.78079098041846
Asia,India,2020-02-23,3,24.0,58,33.0,1.88,80,596,179374,72453,24.0,3758843,6611561,1393409033,91,0.000133798655323514,2020,2,23,6,534.0,2524.0,1393409033,18.6,2.581,1.337,1.8113848412234312,0.3832327675171602,128.7303266678335
Asia,India,2020-02-24,3,515.0,72,53.0,1.81,66,656,195748,73709,515.0,3950156,7017114,1393409033,125,0.002630933649385945,2020,2,24,0,587.0,3039.0,1393409033,18.6,2.581,1.337,2.1809819859263104,0.42126897852541767,140.48136287630913
Asia,India,2020-02-25,3,506.0,72,36.0,1.76,62,655,217554,70087,506.0,4138918,7505010,1393409033,108,0.0023258593268797633,2020,2,25,1,623.0,3545.0,1393409033,18.6,2.581,1.337,2.5441201514013723,0.4471048954366869,156.1307518809518
Asia,India,2020-02-26,3,1190.0,86,40.0,1.66,61,704,244893,60783,1190.0,4449552,7967647,1393409033,126,0.004859265066784269,2020,2,26,2,663.0,4735.0,1393409033,18.6,2.581,1.337,3.3981407381905497,0.4758114697825416,175.75097778198486
Asia,India,2020-02-27,3,533.0,99,59.0,1.61,54,738,274599,84713,533.0,4959445,8044786,1393409033,158,0.0019410121668323628,2020,2,27,3,722.0,5268.0,1393409033,18.6,2.581,1.337,3.7806558413490636,0.5181536669426773,197.06991521993385
Asia,India,2020-02-28,3,605.0,136,45.0,1.57,52,702,302956,84835,605.0,5416849,8044787,1393409033,181,0.0019969896618650894,2020,2,28,4,767.0,5873.0,1393409033,18.6,2.581,1.337,4.214842778330116,0.5504485630817638,217.42072343806888
Asia,India,2020-02-29,3,809.0,150,56.0,1.53,48,829,335123,85425,809.0,5775322,8418653,1393409033,206,0.00241403902447758,2020,2,29,5,823.0,6682.0,1393409033,18.6,2.581,1.337,4.795433244475027,0.5906377671659604,240.5058328626466
Asia,India,2020-01-03,3,873.0,178,58.0,1.45,48,828,372123,85824,873.0,5812362,8641002,1393409033,236,0.002345998500495804,2020,1,3,4,881.0,7555.0,1393409033,18.6,2.581,1.337,5.421954229573306,0.6322622999674496,267.05941413256215
Asia,India,2020-02-03,5,848.0,226,69.0,1.44,49,837,401586,64651,848.0,6259008,8844641,1393409033,295,0.0021116273973694304,2020,2,3,0,950.0,8403.0,1393409033,18.6,2.581,1.337,6.0305336057054255,0.681781140714049,288.2039591313601
Asia,India,2020-03-03,5,759.0,246,71.0,1.45,47,838,401587,85891,759.0,6611561,9381591,1393409033,317,0.001890001419368655,2020,3,3,1,1021.0,9162.0,1393409033,18.6,2.581,1.337,6.575240853918018,0.7327353101779411,288.20467679571874
Asia,India,2020-04-03,28,1248.0,288,75.0,1.46,47,825,401588,94671,1248.0,7017114,9693000,1393409033,363,0.00310766257955915,2020,4,3,4,1096.0,10410.0,1393409033,18.6,2.581,1.337,7.470885973508684,0.7865601370764187,288.2053944600774
Asia,India,2020-05-03,30,1034.0,331,69.0,1.46,45,856,401589,92791,1034.0,7505010,9964383,1393409033,400,0.0025747717193449022,2020,5,3,6,1165.0,11444.0,1393409033,18.6,2.581,1.337,8.212950920349028,0.836078977823018,288.20611212443606
Asia,India,2020-06-03,31,835.0,358,100.0,1.38,42,853,500542,92911,835.0,7967647,10124531,1393409033,458,0.001668191680218643,2020,6,3,2,1265.0,12279.0,1393409033,18.6,2.581,1.337,8.812200659818746,0.9078454136876548,359.22115340557
Asia,India,2020-07-03,34,1108.0,393,68.0,1.38,41,868,541789,94325,1108.0,8052454,10308552,1393409033,461,0.0020450765888565476,2020,7,3,4,1333.0,13387.0,1393409033,18.6,2.581,1.337,9.607372769198921,0.9566465900756077,388.82265520665675
Asia,India,2020-08-03,39,922.0,405,175.0,1.35,40,868,579957,93365,922.0,8052455,10585757,1393409033,580,0.0015897730348974149,2020,8,3,0,1508.0,14309.0,1393409033,18.6,2.581,1.337,10.26905930787087,1.082237852838722,416.2144684474713
Asia,India,2020-09-03,43,1370.0,448,127.0,1.35,38,881,625309,75150,1370.0,8516771,10884879,1393409033,575,0.0021909168107287756,2020,9,3,3,1635.0,15679.0,1393409033,18.6,2.581,1.337,11.252259479216395,1.1733812263868106,448.7619824408014
Asia,India,2020-10-03,56,1893.0,486,92.0,1.33,38,856,665819,101475,1893.0,8857341,11206188,1393409033,578,0.002843115020748882,2020,10,3,5,1727.0,17572.0,1393409033,18.6,2.581,1.337,12.610798110133969,1.2394063473822765,477.8345656095657
Asia,India,2020-11-03,62,924.0,521,104.0,1.32,39,852,716733,108121,924.0,9186757,11552857,1393409033,625,0.0012891830012012842,2020,11,3,1,1831.0,18496.0,1393409033,18.6,2.581,1.337,13.273919977523212,1.3140434406814987,514.3737287656869
Asia,India,2020-12-03,73,1541.0,559,96.0,1.3,36,811,770764,103532,28.4,9846523,11788669,1393409033,655,0.001999314965410943,2020,12,3,3,1927.0,20037.0,1393409033,18.6,2.581,1.337,14.379840754197264,1.38293921911155,553.1498517277088
Asia,India,2020-03-13,82,1290.0,592,116.0,1.29,36,816,830201,103514,29.5,10449942,11845075,1393409033,708,0.0015538405759569069,2020,3,13,4,2043.0,21327.0,1393409033,18.6,2.581,1.337,15.305627776851077,1.4661882847145287,595.8056682125729
Asia,India,2020-03-14,102,1707.0,645,111.0,1.32,29,820,902654,115364,28.8,10838323,12256337,1393409033,756,0.0018910900522237757,2020,3,14,5,2154.0,23034.0,1393409033,18.6,2.581,1.337,16.530680837060427,1.5458490285242754,647.8026039895781
Asia,India,2020-03-15,113,1453.0,681,82.0,1.34,26,774,976363,108623,26.0,11085173,12906771,1393409033,763,0.0014881760165020592,2020,3,15,6,2236.0,24487.0,1393409033,18.6,2.581,1.337,17.5734471501736,1.6046975059332775,700.7009262010432
Asia,India,2020-03-16,119,1753.0,721,121.0,1.37,26,778,1046450,90170,26.3,11424094,13739121,1393409033,842,0.0016751875388217306,2020,3,16,0,2357.0,26240.0,1393409033,18.6,2.581,1.337,18.831512770880682,1.691534893329488,750.9998681054911
Asia,India,2020-03-17,142,1607.0,780,136.0,1.43,26,742,1107233,92528,25.4,11907392,14796835,1393409033,916,0.0014513657017086738,2020,3,17,1,2493.0,27847.0,1393409033,18.6,2.581,1.337,19.984799395225394,1.789137246105394,794.6216608170934
Asia,India,2020-03-18,156,1561.0,825,98.0,1.46,25,745,1191946,116041,24.5,12366633,15996683,1393409033,923,0.0013096230869519257,2020,3,18,2,2591.0,29408.0,1393409033,18.6,2.581,1.337,21.105073459072372,1.8594683532527378,855.417161631103
Asia,India,2020-03-19,194,1873.0,881,104.0,1.49,20,736,1276781,119976,23.8,13067047,17168303,1393409033,985,0.0014669704514713173,2020,3,19,3,2695.0,31281.0,1393409033,18.6,2.581,1.337,22.44925880281702,1.9341054465519603,916.3002174968676
Asia,India,2020-03-20,244,1738.0,939,118.0,1.51,17,758,1357413,121702,23.7,13756940,17227903,1393409033,1057,0.0012803767165925184,2020,3,20,4,2813.0,33019.0,1393409033,18.6,2.581,1.337,23.696559458144407,2.0187898408722313,974.1669300632416
Asia,India,2020-03-21,330,1801.0,1008,154.0,1.48,17,771,1437788,127761,22.8,14242547,18943283,1393409033,1162,0.0012526186058028027,2020,3,21,5,2967.0,34820.0,1393409033,18.6,2.581,1.337,24.989072968066512,2.129310152103772,1031.8492028894434
Asia,India,2020-03-22,396,2394.0,1079,131.0,1.44,17,753,1523213,125428,23.3,14301266,20004227,1393409033,1210,0.0015716777627291785,2020,3,22,6,3098.0,37214.0,1393409033,18.6,2.581,1.337,26.707161442665917,2.2233241830864463,1093.1556807268094
Asia,India,2020-03-23,499,2442.0,1154,146.0,1.4,16,760,1609037,100180,22.8,14854136,21034481,1393409033,1300,0.001517677965143126,2020,3,23,0,3244.0,39656.0,1393409033,18.6,2.581,1.337,28.459697806480346,2.328103179448816,1154.748506643275
Asia,India,2020-03-24,536,2806.0,1223,132.0,1.36,14,736,1673688,128868,23.0,15620749,21435841,1393409033,1355,0.001676537084570123,2020,3,24,1,3376.0,42462.0,1393409033,18.6,2.581,1.337,30.473463996842053,2.4228348747901363,1201.1462250941213
Asia,India,2020-03-25,657,3932.0,1323,150.0,1.33,18,740,1759579,137158,23.0,16616048,23075504,1393409033,1473,0.002234625441653941,2020,3,25,2,3526.0,46394.0,1393409033,18.6,2.581,1.337,33.29532025503957,2.5304845285870914,1262.7871345226165
Asia,India,2020-03-26,727,2963.0,1391,142.0,1.32,16,705,1854250,139485,23.1,18005503,24307635,1393409033,1533,0.0015979506539031954,2020,3,26,3,3668.0,49357.0,1393409033,18.6,2.581,1.337,35.421759749708755,2.632392867514876,1330.7291370200267
Asia,India,2020-03-27,887,3587.0,1566,142.0,1.29,15,684,1947041,143661,21.9,19497704,24452385,1393409033,1708,0.0018422827254279699,2020,3,27,4,3810.0,52944.0,1393409033,18.6,2.581,1.337,37.996021804173274,2.7343012064426597,1397.321930523182
Asia,India,2020-03-28,987,3364.0,1693,156.0,1.27,13,672,2039952,137938,21.7,20922344,27079484,1393409033,1849,0.0016490584092174719,2020,3,28,5,3966.0,56308.0,1393409033,18.6,2.581,1.337,40.410244706659654,2.8462568463914932,1464.0008437493746
Asia,India,2020-03-29,1024,3344.0,1785,148.0,1.26,12,680,2134277,142069,21.3,20989010,28862037,1393409033,1933,0.0015668069327458433,2020,3,29,6,4114.0,59652.0,1393409033,18.6,2.581,1.337,42.81011432197311,2.9524711714711556,1531.694534378693
Asia,India,2020-03-30,1251,3113.0,1889,172.0,1.27,13,657,2227642,108048,20.0,23008733,30600787,1393409033,2061,0.0013974417792446004,2020,3,30,0,4286.0,62765.0,1393409033,18.6,2.581,1.337,45.04420347043925,3.0759094411583305,1598.699267223711
Asia,India,2020-03-31,1397,4353.0,1985,190.0,1.28,17,614,2302792,141682,19.4,24367906,32426230,1393409033,2175,0.0018903140188084725,2020,3,31,1,4476.0,67118.0,1393409033,18.6,2.581,1.337,48.16819642362689,3.2122656693011407,1652.6317437759858
Asia,India,2020-01-04,1998,3607.0,2101,177.0,1.31,23,585,2404267,145216,18.5,25685011,34842030,1393409033,2278,0.0015002493483460863,2020,1,4,5,4653.0,70725.0,1393409033,18.6,2.581,1.337,50.75681176526434,3.3392922607815474,1725.4567345696257
Asia,India,2020-02-04,2543,3524.0,2212,269.0,1.32,15,539,2512388,151808,17.4,26164920,37125187,1393409033,2481,0.0014026495907479258,2020,2,4,1,4922.0,74249.0,1393409033,18.6,2.581,1.337,53.285860965134134,3.5323439732574204,1803.0513226908297
Asia,India,2020-03-04,2567,3763.0,2294,205.0,1.34,11,539,2615920,150305,17.2,28218457,37574302,1393409033,2499,0.0014384996483072876,2020,3,4,2,5127.0,78012.0,1393409033,18.6,2.581,1.337,55.986431946720415,3.679465166779926,1877.3525490702054
Asia,India,2020-04-04,3082,3942.0,2415,223.0,1.36,10,555,2719434,143737,16.7,29738409,40631153,1393409033,2638,0.0014495663435847312,2020,4,4,5,5350.0,81954.0,1393409033,18.6,2.581,1.337,58.8154648485044,3.8395043187580655,1951.6408574911254
Asia,India,2020-05-04,3588,3787.0,2551,200.0,1.35,10,512,2834798,151432,16.4,29908038,42731952,1393409033,2751,0.001335897654788807,2020,5,4,0,5550.0,85741.0,1393409033,18.6,2.581,1.337,61.53325977469819,3.983037190487339,2034.433488562005
Asia,India,2020-06-04,4778,4864.0,2649,221.0,1.35,10,486,2943421,115519,16.3,32947432,44846538,1393409033,2870,0.0016524989119803114,2020,6,4,3,5771.0,90605.0,1393409033,18.6,2.581,1.337,65.02397921515411,4.1416410137481865,2112.3883441912494
Asia,India,2020-07-04,5311,5050.0,2753,259.0,1.33,10,459,3033591,146936,15.8,35064536,47001472,1393409033,3012,0.0016646937573324815,2020,7,4,5,6030.0,95655.0,1393409033,18.6,2.581,1.337,68.64818422631828,4.327516082637596,2177.1001394103923
Asia,India,2020-08-04,5916,4630.0,2871,275.0,1.31,10,419,3126119,163187,15.8,37143255,49426618,1393409033,3146,0.001481069658576657,2020,8,4,1,6305.0,100285.0,1393409033,18.6,2.581,1.337,71.97097020685095,4.524873781265346,2243.5041871872236
Asia,India,2020-09-04,6725,6147.0,3025,286.0,1.29,10,386,3242160,165412,15.7,39339817,51441436,1393409033,3311,0.0018959582500555185,2020,9,4,4,6591.0,106432.0,1393409033,18.6,2.581,1.337,76.38245301945018,4.730125787838207,2326.7826770289066
Asia,India,2020-10-04,7598,5553.0,3156,297.0,1.27,10,395,3362136,176959,15.4,42063392,51660234,1393409033,3453,0.0016516286075280715,2020,10,4,6,6888.0,111985.0,1393409033,18.6,2.581,1.337,80.36764320301346,4.943272102356179,2412.885176121863
Asia,India,2020-11-04,8446,6198.0,3302,261.0,1.25,10,386,3483838,189869,15.2,44603841,52211398,1393409033,3563,0.0017790723908516987,2020,11,4,2,7149.0,118183.0,1393409033,18.6,2.581,1.337,84.81572689790364,5.13058249996288,2500.2263638978434
Asia,India,2020-12-04,9205,6568.0,3434,266.0,1.26,10,368,3611599,190730,15.0,45065998,53989035,1393409033,3700,0.001818585064399453,2020,12,4,4,7415.0,124751.0,1393409033,18.6,2.581,1.337,89.52934640549299,5.3214812193628145,2591.915880022862
Asia,India,2020-04-13,10453,6629.0,3584,277.0,1.26,10,367,3737027,143267,14.9,48494594,55783201,1393409033,3861,0.0017738699773911187,2020,4,13,0,7692.0,131380.0,1393409033,18.6,2.581,1.337,94.28674343895975,5.520274246707858,2681.9310851991586
Asia,India,2020-04-14,11487,7113.0,3726,352.0,1.26,10,315,3837207,187223,14.7,50841286,59148798,1393409033,4078,0.001853692021306122,2020,4,14,1,8044.0,138493.0,1393409033,18.6,2.581,1.337,99.39149002201137,5.772892100951379,2753.8267006483516
Asia,India,2020-04-15,12322,6414.0,3868,396.0,1.26,9,316,3966075,215195,14.4,53145709,63081589,1393409033,4264,0.0016172160133129101,2020,4,15,2,8440.0,144907.0,1393409033,18.6,2.581,1.337,103.99458921836916,6.057087186975341,2846.3106712183917
Asia,India,2020-04-16,13430,5843.0,4024,386.0,1.26,8,303,4103233,207871,14.4,55504440,65739470,1393409033,4410,0.0014239990758506769,2020,4,16,3,8826.0,150750.0,1393409033,18.6,2.581,1.337,108.18790206593988,6.334105629412838,2944.74407932161
Asia,India,2020-04-17,14352,7293.0,4172,311.0,1.25,8,304,4242718,215446,14.1,58109773,68678838,1393409033,4483,0.0017189452610331397,2020,4,17,4,9137.0,158043.0,1393409033,18.6,2.581,1.337,113.42182823354784,6.557299244951859,3044.8474923873987
Asia,India,2020-04-18,15722,7300.0,4344,325.0,1.25,8,305,4386379,220479,13.9,60269782,72277309,1393409033,4669,0.0016642428755016382,2020,4,18,5,9462.0,165343.0,1393409033,18.6,2.581,1.337,118.66077805166633,6.790540161511928,3147.9478718148944
Asia,India,2020-04-19,17615,8105.0,4534,380.0,1.25,7,287,4524317,231095,13.9,60530435,75937015,1393409033,4914,0.0017914306181463413,2020,4,19,6,9842.0,173448.0,1393409033,18.6,2.581,1.337,124.47744767849514,7.063252617797548,3246.941058117857
Asia,India,2020-04-20,18539,8336.0,4711,2003.0,1.24,7,263,4666386,170560,13.8,61113354,78763027,1393409033,6714,0.0017863931530739206,2020,4,20,0,11845.0,181784.0,1393409033,18.6,2.581,1.337,130.45989777217125,8.500734328166223,3348.898915886388
Asia,India,2020-04-21,20080,8782.0,4980,334.0,1.22,7,231,4774434,210292,13.7,63054353,82456522,1393409033,5314,0.0018393803328310748,2020,4,21,1,12179.0,190566.0,1393409033,18.6,2.581,1.337,136.76242616980366,8.740434223954109,3426.4411145094105
Asia,India,2020-04-22,21370,7761.0,5185,336.0,1.21,6,197,4916116,217931,13.7,65117896,85763852,1393409033,5521,0.001578685287328452,2020,4,22,2,12515.0,198327.0,1393409033,18.6,2.581,1.337,142.33221925725812,8.981569448459288,3528.121236171145
Asia,India,2020-04-23,23077,8821.0,5408,375.0,1.2,6,173,5061332,229588,13.4,68789138,88885961,1393409033,5783,0.0017428218500584432,2020,4,23,3,12890.0,207148.0,1393409033,18.6,2.581,1.337,148.66273656487772,9.250693582951676,3632.337583676336
Asia,India,2020-04-24,24530,9633.0,5608,306.0,1.18,5,184,5213140,241576,13.2,73054295,91587400,1393409033,5914,0.0018478306740275533,2020,4,24,4,13196.0,216781.0,1393409033,18.6,2.581,1.337,155.57599733171818,9.470298876697465,3741.284774633724
Asia,India,2020-04-25,26283,9889.0,5829,445.0,1.18,5,176,5363445,242383,13.2,75979651,95043039,1393409033,6274,0.0018437776466431557,2020,4,25,5,13641.0,226670.0,1393409033,18.6,2.581,1.337,162.6729801743721,9.789659516295098,3849.153316060066
Asia,India,2020-04-26,27890,9471.0,6088,312.0,1.17,4,194,5507182,248934,13.0,79105163,97301914,1393409033,6400,0.0017197543135491072,2020,4,26,6,13953.0,236141.0,1393409033,18.6,2.581,1.337,169.46997931511186,10.013570796192765,3952.308237978819
Asia,India,2020-04-27,29451,10438.0,6363,465.0,1.17,4,166,5658614,180596,12.9,83110926,100179199,1393409033,6828,0.0018446213153963144,2020,4,27,0,14418.0,246579.0,1393409033,18.6,2.581,1.337,176.96095989066262,10.347284722963325,4060.9855871373557
Asia,India,2020-04-28,31324,10864.0,6649,418.0,1.17,4,154,5774133,241430,12.7,87077474,102349255,1393409033,7067,0.0018814945897505306,2020,4,28,1,14836.0,257443.0,1393409033,18.6,2.581,1.337,184.75766548299677,10.647268424877506,4143.889456183825
Asia,India,2020-04-29,33062,8442.0,6946,407.0,1.17,4,139,5921069,262679,12.5,90198673,104408484,1393409033,7353,0.0014257560585765848,2020,4,29,2,15243.0,265885.0,1393409033,18.6,2.581,1.337,190.8161879986894,10.93935781884658,4249.340186385888
Asia,India,2020-04-30,34863,10218.0,7207,384.0,1.17,4,122,6084256,267061,12.4,94334262,106431076,1393409033,7591,0.0016794165137035653,2020,4,30,3,15627.0,276103.0,1393409033,18.6,2.581,1.337,198.14928241533798,11.214940932566783,4366.453680080313
Asia,India,2020-01-05,37257,10459.0,7473,410.0,1.17,4,125,6249668,283659,12.4,98075160,107371770,1393409033,7883,0.001673528897855054,2020,1,5,6,16037.0,286562.0,1393409033,18.6,2.581,1.337,205.65533394242033,11.509183319611795,4485.163976972725
Asia,India,2020-02-05,39699,10930.0,7750,380.0,1.18,4,122,6426627,282511,12.4,101595147,109659181,1393409033,8130,0.0017007366383641062,2020,2,5,2,16417.0,297492.0,1393409033,18.6,2.581,1.337,213.49940538242512,11.781895775897414,4612.1611442144285
Asia,India,2020-03-05,42505,11458.0,8102,418.0,1.2,3,110,6616496,280151,12.1,104528565,109659182,1393409033,8520,0.0017317323247833898,2020,3,5,3,16835.0,308950.0,1393409033,18.6,2.581,1.337,221.72240360379521,12.081879477811595,4748.423358326256
Asia,India,2020-04-05,46437,11929.0,8498,507.0,1.22,3,102,6807226,219103,11.9,108533085,111673361,1393409033,9005,0.0017524025204980708,2020,4,5,6,17342.0,320879.0,1393409033,18.6,2.581,1.337,230.28342173808772,12.445735307645304,4885.303481450877
Asia,India,2020-05-05,49400,11502.0,8884,434.0,1.23,3,89,6950493,286247,12.0,111179578,113584269,1393409033,9318,0.0016548466418137534,2020,5,5,1,17776.0,332381.0,1393409033,18.6,2.581,1.337,238.53799719123825,12.757201639297827,4988.121101121066
Asia,India,2020-06-05,52987,10667.0,9195,379.0,1.23,2,79,7137716,320161,11.9,114493238,113584270,1393409033,9574,0.0014944556493982108,2020,6,5,4,18155.0,343048.0,1393409033,18.6,2.581,1.337,246.19332290491906,13.0291964312248,5122.484375339915
Asia,India,2020-07-05,56351,10974.0,9520,442.0,1.24,3,76,7352911,326826,11.8,117223509,113584271,1393409033,9962,0.0014924701250973935,2020,7,5,6,18597.0,354022.0,1393409033,18.6,2.581,1.337,254.06897157670429,13.346404077746495,5276.92215699882
Asia,India,2020-08-05,59695,12881.0,9900,613.0,1.25,2,81,7560782,333228,11.7,119937641,117795008,1393409033,10513,0.0017036597537133063,2020,8,5,2,19210.0,366903.0,1393409033,18.6,2.581,1.337,263.31320618042815,13.786332329596718,5426.103764894999
Asia,India,2020-09-05,62808,13586.0,11903,425.0,1.25,2,78,7776228,361024,11.5,122622590,119886252,1393409033,12328,0.0017471195546221124,2020,9,5,5,19635.0,380489.0,1393409033,18.6,2.581,1.337,273.0633941569977,14.091339682021424,5580.7216803079245
Asia,India,2020-10-05,67161,14516.0,12237,466.0,1.25,0,69,7996707,358127,11.4,123852566,121263287,1393409033,12703,0.0018152472011291648,2020,10,5,0,20101.0,395005.0,1393409033,18.6,2.581,1.337,283.48100998710834,14.425771273150632,5738.951600437917
Asia,India,2020-11-05,70768,15403.0,12573,483.0,1.24,2,60,8227802,256039,11.4,127129113,122538179,1393409033,13056,0.00187206741241464,2020,11,5,3,20584.0,410408.0,1393409033,18.6,2.581,1.337,294.53519410333837,14.772403158376827,5904.8002453992995
Asia,India,2020-12-05,74292,14831.0,12948,487.0,1.24,3,48,8398362,333395,11.2,127129114,123811908,1393409033,13435,0.0017659395963165198,2020,12,5,5,21071.0,425239.0,1393409033,18.6,2.581,1.337,305.1788742064226,15.121905701037608,6027.205078410024
Asia,India,2020-05-13,78055,14933.0,13254,475.0,1.24,3,44,8608654,343243,11.1,129646105,125376952,1393409033,13729,0.0017346498070430058,2020,5,13,2,21546.0,440172.0,1393409033,18.6,2.581,1.337,315.8957560740888,15.462796271394632,6178.124151718485
